mon data pour n=1					
	rho	F(rho)		rho	G(rho)
	0.028679	0.078832		1.686866	19.015569
	0.028797	0.079166		1.688202	19.049478
	0.028875	0.079388		1.689302	19.077962
	0.028875	0.079388		1.690481	19.109235
	0.028993	0.079724		1.691698	19.140251
	0.029072	0.079946		1.692995	19.174068
	0.02919	0.08028		1.694173	19.204902
	0.029386	0.080836		1.695273	19.233752
	0.029465	0.081058		1.696373	19.262448
	0.029582	0.081392		1.69767	19.295869
	0.029897	0.082283		1.69877	19.324825
	0.030172	0.083062		1.699988	19.356676
	0.030486	0.083954		1.701402	19.393274
	0.030879	0.085069		1.702581	19.424756
	0.031193	0.085962		1.703799	19.456356
	0.031272	0.086185		1.705095	19.490413
	0.031272	0.086185		1.706588	19.529443
	0.03139	0.08652		1.708002	19.566104
	0.031665	0.087302		1.709181	19.597995
	0.031782	0.087638		1.710595	19.634755
	0.031979	0.088197		1.711774	19.665779
	0.032097	0.088532		1.713188	19.702828
	0.032175	0.088756		1.714602	19.740314
	0.032293	0.089094		1.715781	19.771275
	0.032882	0.090774		1.716999	19.803306
	0.033393	0.092231		1.718177	19.834921
	0.033982	0.093913		1.719592	19.872217
	0.034375	0.095036		1.72077	19.903338
	0.034768	0.09616		1.722067	19.937614
	0.034965	0.096723		1.723402	19.972784
	0.0352	0.097398		1.724502	20.002523
	0.035279	0.097626		1.725484	20.028586
	0.035279	0.097626		1.726702	20.060359
	0.035475	0.098189		1.727881	20.091903
	0.035868	0.099315		1.728981	20.121196
	0.036575	0.101345		1.730199	20.153471
	0.037165	0.103038		1.731377	20.185128
	0.037872	0.105073		1.732595	20.217678
	0.03799	0.105416		1.73397	20.254087
	0.038775	0.107681		1.735385	20.291796
	0.0396	0.110063		1.736681	20.32659
	0.039797	0.11063		1.737899	20.359317
	0.039797	0.11063		1.739195	20.393611
	0.039875	0.110857		1.740295	20.423245
	0.040268	0.111994		1.741474	20.455229
	0.040386	0.112335		1.74277	20.490241
	0.040465	0.112566		1.743988	20.522579
	0.040975	0.114045		1.745167	20.554091
	0.041368	0.115183		1.746188	20.581775
	0.042075	0.117235		1.747367	20.613357
	0.042783	0.11929		1.748467	20.643238
	0.0429	0.119636		1.749803	20.679369
	0.043175	0.120436		1.751099	20.713682
	0.043765	0.122152		1.752199	20.743676
	0.044472	0.124214		1.753378	20.775451
	0.044472	0.124214		1.754674	20.810287
	0.044983	0.125704		1.756088	20.848397
	0.0451	0.126053		1.757188	20.878542
	0.04569	0.127775		1.758485	20.913714
	0.046397	0.129844		1.759703	20.946971
	0.046986	0.131571		1.760881	20.978586
	0.047183	0.132151		1.762099	21.011923
	0.048086	0.134804		1.763278	21.044017
	0.048675	0.136536		1.764496	21.076627
	0.04899	0.137461		1.765478	21.10377
	0.049186	0.138043		1.766578	21.133798
	0.050679	0.142446		1.767796	21.166922
	0.050679	0.142446		1.769092	21.201861
	0.050875	0.143026		1.770271	21.234181
	0.050993	0.143374		1.771371	21.264148
	0.051072	0.143611		1.772589	21.297431
	0.052879	0.148962		1.773767	21.329863
	0.052997	0.149316		1.775181	21.368302
	0.054568	0.153985		1.776478	21.403909
	0.054765	0.154575		1.777696	21.436951
	0.056376	0.159378		1.778874	21.469548
	0.056572	0.159969		1.779896	21.49757
	0.058065	0.164436		1.781074	21.53024
	0.058301	0.165148		1.782371	21.565645
	0.058576	0.165973		1.783471	21.595976
	0.058576	0.165973		1.784492	21.624126
	0.059676	0.169276		1.785671	21.656325
	0.059872	0.169871		1.786889	21.689671
	0.061286	0.17413		1.788185	21.725279
	0.061601	0.175084		1.789599	21.764063
	0.062897	0.179001		1.790699	21.794819
	0.062976	0.179244		1.791996	21.830561
	0.064272	0.183171		1.793371	21.868583
	0.064468	0.183773		1.794196	21.89142
	0.065883	0.18807		1.794864	21.910219
	0.066079	0.188674		1.796199	21.94702
	0.066865	0.191068		1.796867	21.965647
	0.066865	0.191068		1.797574	21.9852
	0.067297	0.192386		1.798871	22.021185
	0.067376	0.192632		1.800089	22.054967
	0.068672	0.196593		1.800796	22.07458
	0.068869	0.1972		1.801503	22.094209
	0.070086	0.200932		1.802878	22.132166
	0.070283	0.201541		1.804096	22.165872
	0.071501	0.205283		1.805392	22.202297
	0.071697	0.205895		1.806492	22.232693
	0.072797	0.209284		1.807671	22.265804
	0.073072	0.210139		1.808967	22.302148
	0.074172	0.213537		1.809675	22.321933
	0.074369	0.214151		1.810382	22.341308
	0.075469	0.217558		1.8116	22.375259
	0.075586	0.21793		1.812896	22.411317
	0.076294	0.220125		1.814075	22.445064
	0.076294	0.220125		1.815293	22.478713
	0.07649	0.220735		1.816393	22.509615
	0.076765	0.221589		1.817571	22.542409
	0.076883	0.221963		1.818789	22.5766
	0.077786	0.224774		1.819496	22.596575
	0.077983	0.225394		1.820164	22.615202
	0.079201	0.229192		1.821578	22.65479
	0.079397	0.229813		1.822285	22.674819
	0.080379	0.232885		1.822993	22.694861
	0.080497	0.233261		1.824289	22.730675
	0.081597	0.236709		1.824996	22.75097
	0.081676	0.236963		1.825586	22.767609
	0.082697	0.240172		1.826764	22.800695
	0.082894	0.240797		1.8281	22.838226
	0.083679	0.243271		1.829278	22.871392
	0.083994	0.244269		1.829868	22.888098
	0.084897	0.24712		1.830575	22.907855
	0.085094	0.247748		1.831675	22.939216
	0.086194	0.251227		1.832775	22.970609
	0.08639	0.251857		1.833482	22.990423
	0.086469	0.252106		1.834071	23.007196
	0.086469	0.252106		1.835289	23.041065
	0.087097	0.254098		1.835996	23.061361
	0.087372	0.254979		1.836586	23.077739
	0.088276	0.257849		1.837175	23.094781
	0.08859	0.258856		1.837882	23.114677
	0.089179	0.260732		1.838982	23.146259
	0.089572	0.261992		1.840082	23.177218
	0.090279	0.264247		1.8413	23.211722
	0.090594	0.265259		1.8424	23.24275
	0.091576	0.268398		1.843578	23.276373
	0.091772	0.269035		1.844168	23.293531
	0.092479	0.2713		1.844796	23.310993
	0.092794	0.272316		1.845975	23.344033
	0.093383	0.274207		1.847193	23.378731
	0.093776	0.275477		1.847664	23.392414
	0.094601	0.27813		1.848293	23.410595
	0.094797	0.278771		1.849	23.43004
	0.095465	0.280923		1.849589	23.447284
	0.095779	0.281945		1.850768	23.481141
	0.096683	0.284863		1.851868	23.512449
	0.096997	0.285888		1.852496	23.530261
	0.097469	0.287413		1.853164	23.549931
	0.097783	0.288439		1.853871	23.569466
	0.098372	0.290348		1.8545	23.587754
	0.098687	0.291377		1.855089	23.604424
	0.098687	0.291377		1.855796	23.624661
	0.099001	0.292397		1.856975	23.658051
	0.099276	0.29329		1.857564	23.675428
	0.099669	0.294575		1.858193	23.693111
	0.100572	0.297515		1.859175	23.721739
	0.100887	0.298548		1.859882	23.741386
	0.101397	0.300212		1.860393	23.756426
	0.101672	0.301119		1.8611	23.776543
	0.10238	0.303428		1.861689	23.793539
	0.102576	0.304079		1.862789	23.825173
	0.10348	0.307035		1.863889	23.856394
	0.103794	0.308074		1.864989	23.888093
	0.104265	0.30962		1.865579	23.904928
	0.10458	0.31066		1.866168	23.921996
	0.105169	0.312595		1.866797	23.940274
	0.105483	0.313638		1.867386	23.957139
	0.105994	0.315317		1.868486	23.988493
	0.106387	0.31662		1.869193	24.008987
	0.106976	0.318562		1.869782	24.025889
	0.10729	0.319609		1.870372	24.043476
	0.10788	0.321553		1.871079	24.06333
	0.108194	0.322602		1.8721	24.092835
	0.108783	0.32455		1.872689	24.109783
	0.109097	0.3256		1.873279	24.126741
	0.109569	0.327162		1.873868	24.143706
	0.110001	0.328604		1.874497	24.16189
	0.110276	0.329516		1.875675	24.195871
	0.110669	0.330831		1.876265	24.212875
	0.111376	0.33318		1.876893	24.230872
	0.11169	0.334236		1.8776	24.251529
	0.111965	0.335151		1.87819	24.268565
	0.112398	0.336601		1.878897	24.289246
	0.113065	0.338827		1.879486	24.305845
	0.11338	0.339887		1.880586	24.338013
	0.113969	0.341855		1.881293	24.35874
	0.113969	0.341855		1.881882	24.375834
	0.114283	0.342916		1.88259	24.395903
	0.114873	0.344887		1.883297	24.416669
	0.115187	0.345951		1.883886	24.433795
	0.115501	0.347004		1.884593	24.453901
	0.115894	0.348332		1.885379	24.476687
	0.116601	0.350705		1.886086	24.497509
	0.116876	0.35164		1.887382	24.534836
	0.11719	0.352697		1.88809	24.555696
	0.117583	0.354029		1.888797	24.57588
	0.118173	0.356014		1.889975	24.610316
	0.118487	0.357084		1.890565	24.627547
	0.11888	0.358409		1.891272	24.648468
	0.119194	0.359481		1.89249	24.683521
	0.119665	0.361073		1.893197	24.703786
	0.11998	0.362146		1.893786	24.721068
	0.120373	0.363475		1.894297	24.736364
	0.120687	0.36455		1.894886	24.753203
	0.121394	0.366945		1.895986	24.785369
	0.121669	0.36789		1.896693	24.806394
	0.121983	0.368956		1.897283	24.823039
	0.122298	0.370034		1.89799	24.84409
	0.122965	0.372304		1.898697	24.864457
	0.123398	0.373785		1.899365	24.884535
	0.123673	0.374721		1.90019	24.907941
	0.123987	0.375804		1.900779	24.925337
	0.12438	0.377143		1.901486	24.946456
	0.124773	0.378495		1.902193	24.966891
	0.125166	0.379836		1.902783	24.984318
	0.125598	0.381324		1.90349	25.005009
	0.125794	0.381995		1.904197	25.025481
	0.126069	0.382948		1.905297	25.057924
	0.126776	0.385368		1.905965	25.07742
	0.127287	0.387131		1.906593	25.095918
	0.127601	0.388209		1.907301	25.116448
	0.127876	0.389165		1.90789	25.133488
	0.12819	0.390244		1.90899	25.166041
	0.128466	0.391201		1.909579	25.183577
	0.128898	0.392687		1.910168	25.200419
	0.129173	0.393645		1.910797	25.219221
	0.129801	0.39581		1.911465	25.238816
	0.130076	0.39677		1.912093	25.256701
	0.130391	0.397854		1.912565	25.271477
	0.130666	0.398815		1.913665	25.303461
	0.130666	0.398815		1.914293	25.322088
	0.13098	0.3999		1.915001	25.342291
	0.131294	0.400986		1.916101	25.374819
	0.131569	0.401949		1.916768	25.394745
	0.13208	0.403715		1.917397	25.412715
	0.132591	0.405496		1.917986	25.430386
	0.132866	0.406462		1.918694	25.451367
	0.133494	0.408641		1.919794	25.484005
	0.133769	0.409609		1.920501	25.504308
	0.134398	0.411806		1.92109	25.522029
	0.134987	0.413855		1.921679	25.53976
	0.135301	0.414963		1.922268	25.557023
	0.135576	0.41592		1.922976	25.577849
	0.135969	0.417303		1.923683	25.598686
	0.136283	0.418399		1.924469	25.62183
	0.136873	0.420469		1.925176	25.642695
	0.137266	0.421855		1.925765	25.660492
	0.13758	0.422953		1.926472	25.681382
	0.137894	0.424067		1.927179	25.702285
	0.138169	0.425029		1.927769	25.719637
	0.138798	0.427245		1.928476	25.740564
	0.139073	0.428209		1.929183	25.761507
	0.139387	0.429325		1.929772	25.778889
	0.139976	0.431408		1.930401	25.797311
	0.140291	0.432513		1.931069	25.817257
	0.140683	0.433908		1.931697	25.836181
	0.141076	0.43529		1.932286	25.853603
	0.141391	0.436412		1.932994	25.874616
	0.14198	0.438489		1.933583	25.891817
	0.142294	0.439612		1.934172	25.909269
	0.142569	0.440582		1.935272	25.941883
	0.143001	0.442123		1.935901	25.960395
	0.143276	0.443095		1.93649	25.977883
	0.143669	0.444498		1.937079	25.995862
	0.143984	0.445625		1.937787	26.016966
	0.144691	0.448131		1.938376	26.034483
	0.144966	0.44912		1.939083	26.055613
	0.145398	0.450668		1.93979	26.076028
	0.145987	0.452761		1.940576	26.099507
	0.146301	0.453893		1.941283	26.120678
	0.146576	0.454871		1.941872	26.138735
	0.146891	0.456004		1.942579	26.159445
	0.147166	0.456983		1.943169	26.176793
	0.147676	0.458819		1.943876	26.198011
	0.147991	0.459954		1.944583	26.218758
	0.148384	0.461356		1.945172	26.236867
	0.148698	0.462494		1.945683	26.252409
	0.148973	0.463476		1.94639	26.27319
	0.148973	0.463476		1.946979	26.290597
	0.149287	0.464615		1.947687	26.311887
	0.14968	0.46602		1.948276	26.32956
	0.150191	0.467865		1.948983	26.350877
	0.150466	0.46885		1.94969	26.371718
	0.15078	0.469992		1.95028	26.389176
	0.151369	0.472122		1.950869	26.40689
	0.151684	0.473251		1.951497	26.425662
	0.151998	0.474396		1.952165	26.445252
	0.152273	0.475385		1.952794	26.464784
	0.152587	0.47653		1.953501	26.485449
	0.153176	0.478668		1.954169	26.505811
	0.153687	0.48051		1.954797	26.52464
	0.154198	0.482368		1.955465	26.544532
	0.154473	0.483377		1.95629	26.569152
	0.154787	0.484512		1.957076	26.592732
	0.155376	0.486659		1.957665	26.610553
	0.155691	0.487812		1.958294	26.629194
	0.155966	0.488808		1.958883	26.647032
	0.15628	0.489963		1.959472	26.664879
	0.156594	0.491103		1.960101	26.683549
	0.157184	0.493257		1.96069	26.701418
	0.157498	0.494414		1.961397	26.722227
	0.157891	0.495842		1.962065	26.742237
	0.158166	0.496859		1.962694	26.761196
	0.158598	0.498431		1.963283	26.779601
	0.158873	0.499449		1.96399	26.800706
	0.159187	0.500594		1.96458	26.81789
	0.159894	0.503189		1.965169	26.835581
	0.160169	0.504209		1.965876	26.857218
	0.160484	0.505358		1.966583	26.878372
	0.161191	0.507976		1.967173	26.896341
	0.161466	0.508982		1.96788	26.917268
	0.161898	0.510581		1.968469	26.93526
	0.162173	0.511589		1.969098	26.954328
	0.162566	0.513047		1.969765	26.974223
	0.16288	0.5142		1.970473	26.995948
	0.163194	0.51537		1.971101	27.014549
	0.163784	0.517553		1.97169	27.032339
	0.164177	0.519014		1.97228	27.050391
	0.164491	0.520172		1.972987	27.071413
	0.164884	0.521636		1.973576	27.089486
	0.165198	0.522794		1.974165	27.107565
	0.165787	0.524985		1.974873	27.128623
	0.166102	0.526162		1.975501	27.147043
	0.166494	0.52763		1.975973	27.161934
	0.166769	0.528647		1.976601	27.180371
	0.167202	0.530263		1.97719	27.1985
	0.167477	0.531281		1.977701	27.213732
	0.167869	0.532754		1.978291	27.231878
	0.168498	0.535102		1.978998	27.253011
	0.168498	0.535102		1.979665	27.27333
	0.168969	0.536869		1.980294	27.292333
	0.169402	0.538492		1.981001	27.313755
	0.169677	0.539515		1.981473	27.327959
	0.170266	0.541725		1.98218	27.349401
	0.17058	0.542912		1.982769	27.367366
	0.170973	0.544376		1.983398	27.386674
	0.171287	0.545566		1.984066	27.407072
	0.17168	0.54705		1.984773	27.428311
	0.172073	0.548517		1.985401	27.44689
	0.172387	0.549708		1.986069	27.467323
	0.172977	0.551931		1.986501	27.480507
	0.173369	0.553419		1.986894	27.492612
	0.173684	0.554596		1.987601	27.514157
	0.174077	0.556087		1.987876	27.522256
	0.17447	0.557579		1.988269	27.53463
	0.175177	0.560253		1.988898	27.553266
	0.175491	0.561452		1.989487	27.571333
	0.175884	0.56293		1.990194	27.592927
	0.176473	0.565167		1.990469	27.601044
	0.177102	0.567555		1.990901	27.614533
	0.177495	0.569055		1.991491	27.632124
	0.17777	0.570112		1.992198	27.653499
	0.178398	0.572506		1.992787	27.671875
	0.179066	0.575051		1.993376	27.689494
	0.179695	0.577451		1.993966	27.707888
	0.180166	0.579258		1.994476	27.723344
	0.180795	0.581662		1.995066	27.740989
	0.181384	0.583921		1.995694	27.760245
	0.181777	0.585434		1.996401	27.781441
	0.182091	0.586649		1.996991	27.799628
	0.182798	0.589363		1.997501	27.815123
	0.183191	0.59088		1.998091	27.833584
	0.183466	0.59193		1.998798	27.854566
	0.184095	0.59435		1.999387	27.873048
	0.184684	0.596642		2.000094	27.894055
	0.185391	0.599369		2.000369	27.903013
	0.18598	0.601648		2.000801	27.915587
	0.186687	0.604382		2.001469	27.936294
	0.187395	0.607139		2.001901	27.949654
	0.187984	0.609427		2.002176	27.958111
	0.188573	0.611717		2.002884	27.979684
	0.18928	0.614465		2.003198	27.989247
	0.189673	0.616001		2.003591	28.001527
	0.189988	0.617236		2.004298	28.022609
	0.190695	0.619991		2.004887	28.041179
	0.191402	0.62275		2.005476	28.05898
	0.191991	0.625075		2.005869	28.070509
	0.19258	0.627383		2.006184	28.080612
	0.19317	0.629694		2.006773	28.098435
	0.193798	0.632161		2.007166	28.110233
	0.193798	0.632161		2.00748	28.120351
	0.194388	0.634476		2.008069	28.138193
	0.195095	0.637275		2.008698	28.157146
	0.195802	0.640058		2.009287	28.175006
	0.196391	0.642383		2.009877	28.193655
	0.196902	0.644403		2.010466	28.211533
	0.197491	0.646753		2.010976	28.227207
	0.19808	0.649087		2.011566	28.245102
	0.198591	0.651113		2.011998	28.258578
	0.199102	0.653142		2.012273	28.267109
	0.19977	0.655791		2.012902	28.28613
	0.200398	0.65831		2.013294	28.298514
	0.20087	0.66019		2.013569	28.307053
	0.201498	0.662694		2.013884	28.316443
	0.202088	0.665045		2.014198	28.326096
	0.202598	0.667088		2.014866	28.346259
	0.203266	0.669777		2.01518	28.356442
	0.203895	0.672291		2.015494	28.365845
	0.204602	0.675122		2.015887	28.377731
	0.205073	0.677018		2.016202	28.387925
	0.205781	0.679876		2.016477	28.396486
	0.20637	0.682246		2.016869	28.408121
	0.206998	0.684777		2.017498	28.427218
	0.207666	0.687489		2.017773	28.43579
	0.208373	0.690339		2.018087	28.445213
	0.209081	0.693216		2.018402	28.455423
	0.209591	0.695287		2.018794	28.46734
	0.210298	0.698148		2.019266	28.482012
	0.210966	0.700877		2.019894	28.501148
	0.211595	0.70343		2.020366	28.515833
	0.212184	0.705849		2.02068	28.52554
	0.212773	0.708249		2.020994	28.534986
	0.213402	0.710811		2.021584	28.553035
	0.213874	0.71274		2.022094	28.56912
	0.214502	0.71533		2.022566	28.583835
	0.215091	0.71774		2.023195	28.602232
	0.215681	0.720153		2.023784	28.621103
	0.21627	0.722569		2.024098	28.630575
	0.216977	0.725491		2.024373	28.639192
	0.217684	0.728416		2.025002	28.65841
	0.218274	0.730842		2.025473	28.67316
	0.218863	0.733271		2.025787	28.682908
	0.219491	0.735886		2.02618	28.694634
	0.220199	0.738802		2.026691	28.710518
	0.220788	0.741239		2.027084	28.72252
	0.221377	0.743702		2.027398	28.732017
	0.222084	0.746653		2.027673	28.740658
	0.222674	0.7491		2.028066	28.752404
	0.223381	0.752034		2.028695	28.772476
	0.224088	0.754996		2.029087	28.784496
	0.224874	0.758287		2.029402	28.794009
	0.224874	0.758287		2.029991	28.812185
	0.225581	0.761233		2.030266	28.820846
	0.226288	0.764209		2.03058	28.830368
	0.226877	0.766698		2.031287	28.851934
	0.227466	0.769168		2.03168	28.864779
	0.228095	0.771802		2.032073	28.876564
	0.228684	0.774301		2.032702	28.895905
	0.229274	0.77678		2.032977	28.904587
	0.229981	0.779776		2.03337	28.916385
	0.23057	0.782259		2.033684	28.926196
	0.231199	0.784935		2.034077	28.938002
	0.231788	0.787424		2.034666	28.956247
	0.232377	0.789916		2.03498	28.966072
	0.232966	0.792436		2.035295	28.975898
	0.233595	0.795099		2.035687	28.988518
	0.234695	0.799799		2.036002	28.998084
	0.235284	0.802305		2.036277	29.006789
	0.235795	0.804508		2.036591	29.016359
	0.236384	0.807019		2.03718	29.034109
	0.237092	0.810057		2.037495	29.044488
	0.237681	0.812575		2.03777	29.052939
	0.23827	0.815096		2.038084	29.062788
	0.238899	0.817811		2.038398	29.072642
	0.239567	0.820698		2.038673	29.080561
	0.240274	0.823728		2.038988	29.09015
	0.240902	0.826455		2.039577	29.10847
	0.24157	0.829352		2.039891	29.118336
	0.242277	0.832395		2.040166	29.126802
	0.242867	0.834964		2.04048	29.136671
	0.243495	0.837678		2.040795	29.146276
	0.244163	0.84059		2.040991	29.152746
	0.244988	0.84418		2.041266	29.160685
	0.245577	0.846763		2.041777	29.176773
	0.246285	0.849828		2.041973	29.183249
	0.246992	0.852925		2.042288	29.192866
	0.247581	0.855491		2.042877	29.211238
	0.24817	0.858088		2.043191	29.221131
	0.248877	0.861195		2.043584	29.233028
	0.249585	0.864281		2.044095	29.248608
	0.250095	0.866546		2.044488	29.260513
	0.250802	0.869666		2.044802	29.270419
	0.251392	0.872251		2.045077	29.27892
	0.251981	0.874866		2.04547	29.291104
	0.25257	0.877456		2.04598	29.307249
	0.253277	0.880591		2.046295	29.317166
	0.253867	0.883216		2.04657	29.325678
	0.254967	0.888076		2.046884	29.335598
	0.255595	0.890881		2.047198	29.345254
	0.256067	0.892974		2.047788	29.363161
	0.256774	0.896129		2.04818	29.375104
	0.257481	0.899289		2.048495	29.38504
	0.257481	0.899289		2.04877	29.393566
	0.25807	0.901908		2.049084	29.403507
	0.258699	0.90473		2.049673	29.421982
	0.259367	0.907729		2.050066	29.434215
	0.260192	0.911426		2.05038	29.443893
	0.260899	0.914606		2.050695	29.453848
	0.261567	0.91762		2.05097	29.46239
	0.262195	0.920431		2.051481	29.478067
	0.262785	0.923102		2.051795	29.487756
	0.263492	0.9263		2.05207	29.496578
	0.264199	0.929501		2.052384	29.506274
	0.264867	0.932503		2.052698	29.516244
	0.265495	0.935363		2.052973	29.525072
	0.266674	0.940711		2.053288	29.534233
	0.267303	0.943581		2.053877	29.552772
	0.267892	0.946279		2.054191	29.562483
	0.268992	0.951301		2.054466	29.571322
	0.269699	0.954535		2.054898	29.584478
	0.270367	0.957569		2.055173	29.59332
	0.271585	0.963176		2.055488	29.603043
	0.272174	0.965865		2.055881	29.615334
	0.272881	0.969121		2.056077	29.621618
	0.274099	0.974755		2.05647	29.633097
	0.274767	0.977814		2.056784	29.6431
	0.275396	0.980729		2.057177	29.655405
	0.276103	0.984005		2.057491	29.665143
	0.276771	0.987106		2.057766	29.674004
	0.277988	0.992751		2.058081	29.683746
	0.278578	0.995505		2.058473	29.696064
	0.279167	0.998262		2.058788	29.70581
	0.280188	1.003034		2.058984	29.712382
	0.280778	1.005768		2.059573	29.73019
	0.281288	1.008175		2.05977	29.736765
	0.282467	1.013689		2.060084	29.746522
	0.283174	1.01701		2.060477	29.758041
	0.283763	1.019791		2.060791	29.768078
	0.284903	1.025149		2.061066	29.776964
	0.285492	1.02794		2.061381	29.786733
	0.286081	1.030734		2.061695	29.796777
	0.287378	1.036847		2.06197	29.805399
	0.288085	1.040199		2.062284	29.814626
	0.288792	1.043554		2.062598	29.824676
	0.289971	1.049181		2.062873	29.833303
	0.290678	1.05255		2.063188	29.84336
	0.291267	1.055372		2.063502	29.853145
	0.292367	1.060624		2.063777	29.861229
	0.293074	1.06401		2.064091	29.871294
	0.293703	1.067028		2.064366	29.879932
	0.294764	1.07212		2.064681	29.889999
	0.295274	1.074594		2.064995	29.899247
	0.295981	1.077963		2.065191	29.905853
	0.295981	1.077963		2.065466	29.914497
	0.296689	1.081371		2.065977	29.930359
	0.297278	1.084259		2.066291	29.940168
	0.298574	1.090504		2.066566	29.949095
	0.299281	1.093929		2.066802	29.956042
	0.299871	1.096799		2.067077	29.964697
	0.300696	1.100827		2.067391	29.974789
	0.301364	1.104079		2.067666	29.983449
	0.302581	1.109996		2.068099	29.997023
	0.303171	1.112883		2.068374	30.005137
	0.303878	1.116338		2.068766	30.017283
	0.304585	1.119798		2.069081	30.027389
	0.305174	1.122697		2.069473	30.039816
	0.306471	1.129071		2.069788	30.049653
	0.307099	1.13217		2.070102	30.059767
	0.307767	1.13546		2.070377	30.067895
	0.308396	1.138566		2.070691	30.077738
	0.308985	1.141486		2.070966	30.086696
	0.310164	1.147336		2.071281	30.096544
	0.311264	1.15278		2.071674	30.108997
	0.311892	1.155907		2.071988	30.118295
	0.312599	1.15942		2.072302	30.128151
	0.313778	1.165311		2.072695	30.140613
	0.314485	1.168837		2.07297	30.149309
	0.315192	1.172368		2.073402	30.162942
	0.316489	1.178865		2.073677	30.171922
	0.317589	1.184412		2.07407	30.183568
	0.318767	1.190359		2.074502	30.196933
	0.319789	1.195507		2.074777	30.205922
